usuario_id,data_criacao
684837352670b346fc9f1b0a,2025-06-10
68523a6db736d5e02820af36,2025-06-18
6852423ca528f64fe122303d,2025-06-18
685307b0dcb2676e41939f2b,2025-06-18
685b0a1e41be50bfd5465b3d,2025-06-24
6863608a95a6a883e06e8544,2025-07-01
5ab397a7b8038e001f5ed952,2018-03-22
5ab96c2b903960001f3a843e,2018-03-26
5aba9e297ffca5001fcf586a,2018-03-27
5ac648fb5cb732001f8720e1,2018-04-05
5ac7801152eb8a001fcb4963,2018-04-06
5ac7f56b52eb8a001fcb5ec9,2018-04-06
5ad0f7da362660001f03b62a,2018-04-13
5ad1426483cae0001f3e5161,2018-04-13
5aed85e2c54ee4001f4bf4cc,2018-05-05
5af64b9c3e2025001f927571,2018-05-11
5af78ee3da38c1001f1d2ebc,2018-05-12
5afc3f75c9d92f001fb6c367,2018-05-16
5b06cec2cc8cf5001f470d26,2018-05-24
5b0c845fff8c65001f949c22,2018-05-28
5b193e33904aa3001f497458,2018-06-07
5b2657a5dd4327001fb0e927,2018-06-17
5b363bc0fbc6bf001f9b0dae,2018-06-29
5b429bdc7c050f001fc20c9e,2018-07-08
5b464020a2384a001fe01fa3,2018-07-11
5b495948e504c8001fd517e2,2018-07-13
5b5396c62f6328001f47aaa5,2018-07-21
5b58b08a5c6347001ff104bb,2018-07-25
5b61ffb2693402001fb60a6f,2018-08-01
5b6da6223f8b45001f84f3d6,2018-08-10
5b6f5838b71b2b001f86839e,2018-08-11
5b7cb315e6b880001f165ec1,2018-08-21
5b8f043a031eb5001fc4a5be,2018-09-04
5b90606c663623001f4eca01,2018-09-05
5ba39a9a4ec22b001eefabae,2018-09-20
5bad2bfd4dc4290020c4c145,2018-09-27
5bb4bc35adca2a0020695b2d,2018-10-03
5bcfd3ce694da20020938e58,2018-10-23
5bdcba81e4c3d700201e3d64,2018-11-02
5bdf249076643c0020bb03c1,2018-11-04
5be9e94f40a2e50033705dbd,2018-11-12
5c000536229543001558721a,2018-11-29
5c09a7967b1a9700157a01e3,2018-12-06
5c2e41227766390015968624,2019-01-03
5c622cd3d1f2ba0030247322,2019-02-11
5c6d87b80801cb0021aed751,2019-02-20
5c6fd21b869e200020a05cec,2019-02-22
5c7be545286f6e001b0a5c61,2019-03-03
5c7ee9e61053bb00216a3dbb,2019-03-05
5cf99eea7a27e1007c744352,2019-06-06
5d2107fa6606210093ace8bc,2019-07-06
5d2f5d82c09b9400210881fd,2019-07-17
5d869c33847b0700a571303f,2019-09-21
5d8807d89f03c7007522399e,2019-09-22
5d897fc6c329ef00875b3ebe,2019-09-23
5daba2a56937f300abe21edb,2019-10-19
5ddb08dda63a9c00a5ad3448,2019-11-24
5dec1b891b5a2b0020e5966f,2019-12-07
5e2d7e08e6bc3a007061e968,2020-01-26
5e3eff0d8ddf1f002ed9775a,2020-02-08
5e6a2261ad998e002779fefe,2020-03-12
5e78dae893d04c0141f26863,2020-03-23
5eb164dafbff01009422c911,2020-05-05
5ec2a6af3bd3d0007bf40c88,2020-05-18
5f0e6c258d2a1000a6216517,2020-07-14
5f39efcba09741002105c0c5,2020-08-16
5f94a23e5c4a79005c4373a3,2020-10-24
5f9ee5050691f300b1282de9,2020-11-01
5fb442f531c6b7004c3c06b3,2020-11-17
5fde774493cc3b00a5805575,2020-12-19
5fea51de2bfb8500b7698621,2020-12-28
6019956a069983013772a95d,2021-02-02
6063abfd445daf00567bfae8,2021-03-30
6093def1e7d766006e6e748c,2021-05-06
611044f5cb50950030053fdf,2021-08-08
61ec7f44d82684002ab24895,2022-01-22
62b74f5fb4dc7b0085810302,2022-06-25
62bf8c90b12a8f001d34e54b,2022-07-01
62c5f7838d720000a9df2f57,2022-07-06
630bd7516f3761001c68c575,2022-08-28
63c91d95a0b8a3003e25f896,2023-01-19
64960f751413d7009f0e2955,2023-06-23
64c6a4d71b339300964b5590,2023-07-30
64d789c9500ba6008c2b4cb8,2023-08-12
64f511e7679bccdd78b9097f,2023-09-03
64fa7cda530fbcb5441a2804,2023-09-07
6514c7bcf3f9319a170e69f1,2023-09-27
6545655da2b70533c0964a0e,2023-11-03
65613fdf49a27b2410cdde4a,2023-11-24
65f727f61387f0db747b3761,2024-03-17
66215348eda542ba5789ba2d,2024-04-18
6672fc1399fa4a74cc76c77e,2024-06-19
66743befbab178ed750056af,2024-06-20
6685cde6bde759a91f425a93,2024-07-03
66946e16c2aa59e48f4469d4,2024-07-14
6696d8556267b6acf666fdb6,2024-07-16
66a5a5f5f5f0bf03dcb65d75,2024-07-27
66e62c9310b2e4a383a5e5cf,2024-09-14
66fd77444c1476540c6fe85b,2024-10-02
671248f3894f7571ebb0f78d,2024-10-18
675361ae06ce1a28e22049b9,2024-12-06
67aefde25cbdc52f277bbd3d,2025-02-14
67b751f4d8e2915f29451498,2025-02-20
67bb3329732d2300e6c37d8d,2025-02-23
67e4607a606017a9ace15f65,2025-03-26
67ffd2cb55f32ad6e9078fbf,2025-04-16
5a98b57626026e001feef446,2018-03-01
5a9c742700630d001f3faf62,2018-03-04
5aa59d8f13c46f001fe209c0,2018-03-11
5aad25b39d1396001f5afc85,2018-03-17
5abcf4a2d429c9001f693147,2018-03-29
5abefba5da15ea001f1890ae,2018-03-31
5ac52f219262f4001fe48e59,2018-04-04
5aca2457834aa8001f52a9c5,2018-04-08
5acd653e71bc5f001faf5d45,2018-04-10
5ace7374c9d7ce001f87b52e,2018-04-11
5acec64bc9d7ce001f87ced2,2018-04-11
5acecb34c9d7ce001f87cf43,2018-04-11
5acf79c4ad26f3001f2de15e,2018-04-12
5acfbeccad26f3001f2dee67,2018-04-12
5ad10885362660001f03b8bf,2018-04-13
5adccb61081921001fb69867,2018-04-22
5ae10426374bf9001f0a7b9f,2018-04-25
5ae652487b7123001f6f223a,2018-04-29
5ae78d740b5463001fba0c73,2018-04-30
5ae7b9ff0b5463001fba24c9,2018-04-30
5af77144da38c1001f1d196c,2018-05-12
5afa01485f1ba8001fa2928e,2018-05-14
5afb78226e21d8001ff0d35d,2018-05-15
5aff575edbd37e001feedc43,2018-05-18
5b0a7eb0bc40ef001f4f7796,2018-05-27
5b12c98f9c0b5e001f7ed02b,2018-06-02
5b14237f3b31b3001f904a4f,2018-06-03
5b42a4637c050f001fc2227f,2018-07-08
5b4a5f6a98e218001fb035e4,2018-07-14
5b4baea4bf961b001f8ded26,2018-07-15
5b5e2d95bd8e54001fae1c54,2018-07-29
5b630f757021db001f7d0d69,2018-08-02
5b64ea3b6dcfe0001f62534c,2018-08-03
5bb3631e6255eb00205a40b4,2018-10-02
5bba7ac802e0f60020ae3c5f,2018-10-07
5bba9a7502e0f60020aeffc0,2018-10-07
5bc94775cdc9da0020094753,2018-10-18
5bf40a4165221200337302ac,2018-11-20
5bf4853c834cec0033a90d23,2018-11-20
5c3519975d14ec001562a85e,2019-01-08
5c56ffd0815748002cec5a11,2019-02-03
5c7d397856cebf001bb52b38,2019-03-04
5c97aa517adb62001b7518f3,2019-03-24
5cc4747acef7d7002773829c,2019-04-27
5cf141cfa8fdd300a5a19dd9,2019-05-31
5cf1daccef812c0021b7819b,2019-05-31
5d2b38ed63506f00279fff77,2019-07-14
5d4f819729232900680fb0f9,2019-08-10
5d5d663e8fd6b9006991e151,2019-08-21
5d8a3f30aed3b000202cdfbe,2019-09-24
5dab73a76aa21c004c49f9b4,2019-10-19
5dc805d9005809004cacfe91,2019-11-10
5e1cfc7d783eb90082a19fb6,2020-01-13
5e49ab8cbbdd51008c26a3f0,2020-02-16
5e7cb27688b13f004c75f3fc,2020-03-26
5eb441c3884534001b50558c,2020-05-07
5ebdb9da4ace5a00a4f43be1,2020-05-14
5eca028d24cca100aba19b30,2020-05-24
5ed7b00ccb24fb01553a5dae,2020-06-03
5edb9c28bfc08a007574d12f,2020-06-06
5ee3e164240dd50141aa7590,2020-06-12
5f14dbba32e94f004b63a134,2020-07-19
5f24d6e2aefd0e00b2e9a0e0,2020-07-31
5f948cf4a1e18d007c57fc22,2020-10-24
5fa1872e12a17000517dc4a2,2020-11-03
5fb830c1cd4cd8003375f983,2020-11-20
603bc58e2b0718002bbfdaea,2021-02-28
6064cf9a1933e20030c6a070,2021-03-31
6080779063b1b800610d8cbf,2021-04-21
60ab8feb7255f700b1475ab2,2021-05-24
60cbdc332d21e0003e5dcbff,2021-06-17
60ce70ab0c86df006ecba79d,2021-06-19
60f75e1efbe3fd0050b5fea5,2021-07-20
61660226a67bf60093a367ab,2021-10-12
6186b71fb75453004509a560,2021-11-06
61b76b9cfbbd40006490a748,2021-12-13
62085e1212797000554c7c57,2022-02-12
622795aabddd73001cf78295,2022-03-08
62e28c679f7ea0009dd9b31d,2022-07-28
630fd8808c8cc8008586a24f,2022-08-31
6334a6e1560e93007ace074a,2022-09-28
637615f0b0a4ac00489d281d,2022-11-17
638c8911531c49006245619b,2022-12-04
6399214d26a68e00300fc8d1,2022-12-13
6422095d66841d00740aff41,2023-03-27
642caa648e53450067b04ec1,2023-04-04
645243c0b40e660051d9e5ff,2023-05-03
6468e40312a14500581ed6a8,2023-05-20
646e1887615b22009a6c7017,2023-05-24
64b596a219317d00c869f762,2023-07-17
64b99c19c7940300ead922f9,2023-07-20
64c97c62755b280089aa9d7c,2023-08-01
64cd6e7e825d9e00e5723717,2023-08-04
64f8d347b1aa2d4abaabb984,2023-09-06
652de42ce58133ce39b002b9,2023-10-16
6589a534abfe4ec7c18106fc,2023-12-25
65afb20c8702fdfe90895b1b,2024-01-23
6686ba0983d36918075f143f,2024-07-04
66d758310e43dc6e46f67e7b,2024-09-03
67e7259580f7ab91f6ca236d,2025-03-28
5a9d368e79711b001fcb24a8,2018-03-05
5aa075f9ae3635001fdfb42b,2018-03-07
5ab967fd903960001f3a831b,2018-03-26
5abbe62b7ffca5001fcf6dc9,2018-03-28
5abc2be7d429c9001f692ab3,2018-03-28
5abd92bf80d8e0001fe0f555,2018-03-29
5ac04ba71d58a1001fbc36ab,2018-04-01
5ace7c48c9d7ce001f87b82a,2018-04-11
5ad36d534ab4d4001f9bdc4b,2018-04-15
5adbacd02b4e1e001f88537c,2018-04-21
5ae0d035374bf9001f0a6c32,2018-04-25
5ae24cf78d4121001fc9960d,2018-04-26
5ae72e070b5463001fb9eee3,2018-04-30
5ae8eca155daae001f49b3be,2018-05-01
5aeb9b8260d954001f1f9da6,2018-05-03
5af5e9163e2025001f925507,2018-05-11
5afb4d8f6e21d8001ff0b857,2018-05-15
5b0f2a91a2b782001f82e8e3,2018-05-30
5b1b38fc0379c4001f837060,2018-06-08
5b1d167ac2b73d001fec9257,2018-06-10
5b1d5187cbaafa001f00e15e,2018-06-10
5b4298f57c050f001fc204bd,2018-07-08
5b4513aba06ca4001f2958ab,2018-07-10
5b46868da2384a001fe05911,2018-07-11
5b4ddcdc555a51001f0497d1,2018-07-17
5b528fcb0051af001ff1691a,2018-07-20
5b71c606ace21d001f69d52d,2018-08-13
5b7b0537678b04001f4298b5,2018-08-20
5bd9c0be8ad2f100208750d4,2018-10-31
5bdf6d6876643c0020bc2c0b,2018-11-04
5be89f083afebb0033b32b29,2018-11-11
5c3cfb25cfd6230015e94c19,2019-01-14
5c4b45c678805e001b7c4831,2019-01-25
5c59e7219fafaa0020cfe925,2019-02-05
5c5f7e2e991713001b8b7050,2019-02-09
5c85a3c31ba1340030826060,2019-03-10
5c885507b7b510001b767eac,2019-03-12
5ca898535ece610020f51e22,2019-04-06
5cafa7435258a7003025394e,2019-04-11
5cb527b05b175700b73f3e20,2019-04-15
5cce151bfc4938008c99062f,2019-05-04
5cdb350bb547c0007c0d8336,2019-05-14
5cdb3932b547c0007c0d862c,2019-05-14
5d0137e4018ed7006956f063,2019-06-12
5d1fb8fad3fa4a008293e677,2019-07-05
5d2d7def915d87007b42a69a,2019-07-16
5d3badadcaf63a004cc1f7cf,2019-07-26
5d62f9cbe3321d00768334b3,2019-08-25
5d801ac81e32dc0020d3b3a1,2019-09-16
5d880b3730fd8f00b70c96a5,2019-09-22
5da728a73401350088101cef,2019-10-16
5dc0c230d9988300abaca24a,2019-11-04
5ded3818bf4c240040c391a9,2019-12-08
5e2621613604470033a451f0,2020-01-20
5e5978c9237122003e6ef0e4,2020-02-28
5e67bfa2d984e8003396529e,2020-03-10
5e8659bcee85df002149d76f,2020-04-02
5ede4a738dc730007bb32caf,2020-06-08
5f4abacb17718b00aa7c44fe,2020-08-29
5f90d1c78864cc0031e3e0ae,2020-10-21
6028594a0616e4008e6abc81,2021-02-13
607ca53fe9af71004ad52995,2021-04-18
60816ce559406800b511e9b8,2021-04-22
6085590c536be40080f084b8,2021-04-25
60bee92fce0fe50083e81605,2021-06-08
60db70f8649c270022e422da,2021-06-29
6121553cbad2f7004998dbd9,2021-08-21
613431dc73b71e002a4d4830,2021-09-04
614653e35cf48500d593c2f1,2021-09-18
6154a9df4adcac00456b809c,2021-09-29
61619b650a2fc1005be21563,2021-10-09
617ec320dc7147008ce75a2b,2021-10-31
61abb0def28338007919e7b8,2021-12-04
61f1a3ddf70b6e002cdc3835,2022-01-26
62361c81259fbc005b14b354,2022-03-19
62e408fcef0f0000803193dd,2022-07-29
62ed7149cae6800023fcb67d,2022-08-05
62fc256023f94900a8006c41,2022-08-16
63150816c2df4e0078a0e3b4,2022-09-04
6323c6e291cb5d009aee1b4e,2022-09-15
6442f4d5c7d27100ae46b2fa,2023-04-21
652db9e124ab40657a0d5e64,2023-10-16
6540162aa61225a941f2d738,2023-10-30
65a913ce4d2b7d32b36d7500,2024-01-18
6659f35005ff68335623c341,2024-05-31
66b44a366eb8ea076e4e7c52,2024-08-08
66be9ca5ccb56cfd218b77ab,2024-08-15
673d0d51ed344c5c35620f04,2024-11-19
6760204bfe9371b1df147ab8,2024-12-16
67804e011b11956817b83495,2025-01-09
67832a30b80e871307249554,2025-01-11
678736c79b785878afd1402f,2025-01-15
67966d8c630cf70946033ff5,2025-01-26
67e4774f963876db6f3cc1d7,2025-03-26
67fecc92c4c4d8cdf9b05c2e,2025-04-15
68024d65cf8e417847dc2e5d,2025-04-18
680af4aa01f0e4f5e56dae89,2025-04-24
683745f91ed7ee25639ccac8,2025-05-28
68404c8a8cd6f86c58561809,2025-06-04
685946a091ba3764acfad260,2025-06-23
5a98899c26026e001feef342,2018-03-01
5aa2965b0c3f40001f384b6d,2018-03-09
5aa3fa06784e25001f4425ce,2018-03-10
5aa7c593458c36001fdcc65f,2018-03-13
5ab9b40b891e67001f96e2a1,2018-03-27
5abbb7dc7ffca5001fcf6a0d,2018-03-28
5ac032411d58a1001fbc31be,2018-03-31
5ac40077b940af001f3a5e2b,2018-04-03
5aceafbdc9d7ce001f87cb95,2018-04-11
5ad1384283cae0001f3e4c1d,2018-04-13
5ad3d3b74ab4d4001f9bf59d,2018-04-15
5adf813da3a8a7001f0e0192,2018-04-24
5ae4ddf2a4d974001f11484b,2018-04-28
5afcafa781ec32001f972d1a,2018-05-16
5b009d44df510d001f9022fb,2018-05-19
5b019ff7df510d001f9079ff,2018-05-20
5b0a0ec4bc40ef001f4f716a,2018-05-26
5b1b1f040379c4001f836405,2018-06-08
5b25cd037474c3001f8b6345,2018-06-16
5b3789b01a6dc0001f3f8c40,2018-06-30
5b38d21b3e8286001fd120f9,2018-07-01
5b3aa49f8ca2aa001ffe8657,2018-07-02
5b5dcd8cfbcbf0001f4e79ac,2018-07-29
5b5f49efbd8e54001faee63d,2018-07-30
5b6e0872d08859001f305eab,2018-08-10
5b70cb70ace21d001f695d68,2018-08-12
5b77756ac67dd3001f053c9e,2018-08-17
5b8db8b0c95037001fb3a206,2018-09-03
5b94627af809ea001f0592e5,2018-09-08
5bb28d8e6255eb002059c5b0,2018-10-01
5bb92ed1e7992a002028495a,2018-10-06
5bd62adf599925002074d7e7,2018-10-28
5bdcb817e4c3d700201e3530,2018-11-02
5bf0c94c34d17000333fde25,2018-11-17
5c0140f03d249d0015b2f928,2018-11-30
5c16d76856cc2e00144bcb62,2018-12-16
5c24bf68390aac00150be584,2018-12-27
5c2bff5ad84e110015cba328,2019-01-01
5c313ecf40bca70015db1dfa,2019-01-05
5c45027d9ebc1400152edeb1,2019-01-20
5c675b61bdb7e400210e74e7,2019-02-15
5c6aeb342a88250021a7b77e,2019-02-18
5c72e2891ecd880023ca9cb7,2019-02-24
5c830fd80b17cd002c0d0237,2019-03-08
5c8edfd5760dce002b4e69a0,2019-03-17
5c969623c39844001bce9bf1,2019-03-23
5c9aac7180b4ac00274d3726,2019-03-26
5c9c21df5ce8d60027e8c0f3,2019-03-27
5caa0aaa6430d300268c4c42,2019-04-07
5cba687251b5f900874dacae,2019-04-19
5ce6f6af2be2db00a26cec5d,2019-05-23
5cec22a2a628fd003348bd26,2019-05-27
5d3626d974421200a00c08b6,2019-07-22
5d4380770fb553004ccfee9c,2019-08-01
5d4577a0b84fcf007b8a4aad,2019-08-03
5d5748d19c7cbf00b129c2de,2019-08-16
5d792c1e71894500206901c2,2019-09-11
5d892c9488d34f00313d32bc,2019-09-23
5dd494ef11963b008d9e9c0d,2019-11-19
5de2dcba06745f002d7aad45,2019-11-30
5e23332fc205a8006411875b,2020-01-18
5e2cc2b4388713003d9cacb8,2020-01-25
5e9872b7b0106400213805c5,2020-04-16
5e9f80d8719e5f0070bdcdea,2020-04-21
5ec85f50833771001b2dc3d7,2020-05-22
5ec9798bfc4a210091d5b37e,2020-05-23
5f0253e33f7f2f00b2fe926d,2020-07-05
5f386e6e40ba08004cee911f,2020-08-15
5f79f13e8f35dc0099673940,2020-10-04
5fed9c7292d8060020108194,2020-12-31
602f06499aaaa100974a6f86,2021-02-18
60312dc160fb96008be2cb92,2021-02-20
60455ba3d91e9600abf034cf,2021-03-07
605aa7f795d8ae006d206cc0,2021-03-23
606602a8954c69006e06d96c,2021-04-01
60847fa8c0e0e9003c0f1e13,2021-04-24
60aa72fc37a021001b34e346,2021-05-23
60d110aeb0616700ae2ee603,2021-06-21
610f0e96c3d40b009c1acc56,2021-08-07
613f8fcc05d14100cd2a5801,2021-09-13
6152270f70bc6200707909e9,2021-09-27
616316b9361e04002dea8c78,2021-10-10
61af60011fb652006220ea23,2021-12-07
61f838cb12757a00947c449e,2022-01-31
61fc3102a3b35c009a078cdb,2022-02-03
6216c96755c4ed00b890fca3,2022-02-23
62263dfa2eb11d008c0253ea,2022-03-07
62472e035874a1008885f561,2022-04-01
625441e41ceab000a68ba752,2022-04-11
62f55bc522da1c009a9409b6,2022-08-11
63ce7842977da9002a9b27db,2023-01-23
647115a584222d008755efb4,2023-05-26
647bc77657aa1a006e31f2ba,2023-06-03
65783d8e09eec5bcbb5b4d4a,2023-12-12
65a19251796e3e5b95e4b7e0,2024-01-12
6615b03a0ecf14011fe1dbd3,2024-04-09
6772cb059c99e6936b5a3479,2024-12-30
6781a58f43d8e530878d549a,2025-01-10
67ee8a06be3a2bb6df38ebe5,2025-04-03
68288fb13f4028862521251d,2025-05-17
5a95a087080416001fbc4f51,2018-02-27
5a9946a826026e001feef52b,2018-03-02
5ab214d8e789aa001fc10574,2018-03-21
5ab40c369d51b4001f35b238,2018-03-22
5ac030b21d58a1001fbc315f,2018-03-31
5ac5610c9262f4001fe4a0a7,2018-04-04
5ac5827b5cb732001f8716af,2018-04-04
5ac94d5d5c2415001f30967f,2018-04-07
5ace7df2c9d7ce001f87b8fd,2018-04-11
5add105d081921001fb6bab7,2018-04-22
5af8b246f24259001f205ba6,2018-05-13
5b01ece0b7d555001f20164e,2018-05-20
5b0c3e07ff8c65001f948328,2018-05-28
5b146cbfdbcb2f001fc790bd,2018-06-03
5b3033fa0b2144001fcc80e3,2018-06-24
5b3772001a6dc0001f3f87cc,2018-06-30
5b42921e7c050f001fc1f2fa,2018-07-08
5b42b4787c050f001fc23ebf,2018-07-08
5b451005a06ca4001f295714,2018-07-10
5b4e8a38a39d59001f49dce4,2018-07-17
5b68c5943bfca8001f566c71,2018-08-06
5b88428dc6fc63001f267296,2018-08-30
5b89f681ec98e3001fe5b67f,2018-08-31
5b9e9c51356b2d001f6f05db,2018-09-16
5bb3fccdadca2a002068f15f,2018-10-02
5bc11aff3d7d490020629d8f,2018-10-12
5bd612f25999250020745d6c,2018-10-28
5bdf70a776643c0020bc4ca4,2018-11-04
5c0bda5af509060014a9f719,2018-12-08
5c2549b57d5ddf0015642f68,2018-12-27
5c3a5bb95e29e100157cb2cc,2019-01-12
5c5ddc359d425e002d1afc1e,2019-02-08
5c65f249a0bfca0027dd120e,2019-02-14
5c7b0bc97ca12c001b277d81,2019-03-02
5cbdb0f69b17c5007018c933,2019-04-22
5cbf647d891e100027a2b30d,2019-04-23
5cfb07320ef5870026f94a4d,2019-06-07
5d0ec32a972031006a15254c,2019-06-22
5d15479ac95fa400aba52df2,2019-06-27
5d234ef5ae337d005883f2f8,2019-07-08
5d25230c9fec73008d689132,2019-07-09
5d4072fb1dcca9006fc02c32,2019-07-30
5d5de65f89b41d00453411ed,2019-08-21
5d8690b97644b30093fbf675,2019-09-21
5d87ad4210929a002ca9c138,2019-09-22
5de938b590b3ef00628fbbd1,2019-12-05
5dfa46d4e01ddc008207a427,2019-12-18
5e0e8f7ca3308f00b29cf572,2020-01-02
5e10f510dc7c76009fff8f82,2020-01-04
5e4e9fc78b25bd0071d2fd76,2020-02-20
5ed950803086830037b6e2c9,2020-06-04
5ef51d0d2e92ab004c40d639,2020-06-25
5f300d05b4d337009a94a241,2020-08-09
5f6f3ee7a019980137b5a1c9,2020-09-26
5fa1902730f724007bf19296,2020-11-03
5fd6c88c181e760063ea3677,2020-12-13
600dd6179efc2500a5807c8a,2021-01-24
6036f52d5ac90a009bc50241,2021-02-24
605a300f0de863006871c8f6,2021-03-23
6060ff061fda5a0042622bfe,2021-03-28
606c8b943a1d200067bcc154,2021-04-06
60b17cdef413aa006f77c4d2,2021-05-28
60c0f704d1af8b00b88fc4e5,2021-06-09
60c9c3e48ef1c600bf4b814a,2021-06-16
610af462b3c14d00309a19b7,2021-08-04
616333706d2e5b009654b5e3,2021-10-10
6173a5d970507e00d40ab468,2021-10-23
61bfaedbad5f25008e628697,2021-12-19
620d4202ad416800bddd27d7,2022-02-16
62251bc375cef500814d877f,2022-03-06
62689a4066100d0041d314fc,2022-04-26
6286900f4eed88006b1adaef,2022-05-19
62a9e84bb49444002ae408c0,2022-06-15
62c5b53a8edca900dccf8b7c,2022-07-06
637cf9eb3e7337001cff5779,2022-11-22
63a61c99975ef50095c037de,2022-12-23
63a910932e7e56005c3cb9d6,2022-12-26
63f60e833811bf005228be5c,2023-02-22
64306e3b9e206300bcdd1215,2023-04-07
647a2ad30fd359008b45d688,2023-06-02
647bb2df3e0698006e49f1a2,2023-06-03
64ce67d335e84d00b9cdf792,2023-08-05
64d5678cde48be005f46417d,2023-08-10
65061846f35df0b42ebf8f7e,2023-09-16
658b49a79a34272692ea1cae,2023-12-26
659bec9e9c7284e231f787ce,2024-01-08
65d6164d80acc136cc385deb,2024-02-21
65da7ebeea3116f18162e519,2024-02-24
65dbb70ba498a4fba6298020,2024-02-25
65f0e72dd00f6bbe345ca08b,2024-03-12
669adef6674644e346c53a1e,2024-07-19
66e0b2db4da0353d931f8b8c,2024-09-10
66f31d4134e6f248dec431b2,2024-09-24
6712687d3cf5ed7781191057,2024-10-18
6738be4ae5559b625ec6eb93,2024-11-16
67abef4eb1b4ae8cb2c3c9ca,2025-02-11
